127.0.0.1 - - [17/Aug/2022:18:12:28 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:34:34 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:34:40 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:34:54 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7177
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:35:09 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:35:09 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 9888
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:35:09 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:35:35 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 16758
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:35:36 +0530] "GET /project_3/img/images2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:36:06 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 16796
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:36:16 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 18290
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:36:17 +0530] "GET /project_3/img/images3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:37:14 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 18322
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:38:08 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 16796
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:38:08 +0530] "GET /project_3/img/images2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:38:26 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 16826
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:38:39 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 18285
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:38:39 +0530] "GET /project_3/img/image1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:39:50 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 18344
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:39:53 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 18344
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:40:39 +0530] "POST /project_3/ctl/CollegeListCtl HTTP/1.1" 200 15528
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:40:39 +0530] "GET /project_3/img/image1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:40:56 +0530] "POST /project_3/ctl/CollegeListCtl HTTP/1.1" 200 14037
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:41:00 +0530] "POST /project_3/ctl/CollegeListCtl HTTP/1.1" 200 10892
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:41:03 +0530] "POST /project_3/ctl/CollegeListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2022:18:41:03 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 18279
